路线,车次,出发站,到达站,出发时间,到达时间,历时,二等座价格,一等座价格,商务座价格,硬座价格,硬卧价格,软卧价格,无座价格,二等座余票,一等座余票,商务座余票,抓取时间
贵阳 -> 凯里,G1682,贵阳北,凯里南,11:14,11:49,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅17张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1538,贵阳北,凯里南,11:22,11:57,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2280,贵阳东,凯里南,11:49,12:20,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1392,贵阳北,凯里南,11:50,12:25,0小时35分,¥58.5,¥98,无,无,无,无,无,仅99张 仅11张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1328,贵阳北,凯里南,11:56,12:31,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅14张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1982,贵阳东,凯里南,12:17,12:48,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2690,贵阳北,凯里南,12:31,13:06,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1752,贵阳北,凯里南,12:36,13:11,0小时35分,¥58.5,¥98,无,无,无,无,无,仅99张 仅12张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1542,贵阳北,凯里南,12:45,13:21,0小时36分,¥58.5,¥98,¥184,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1374,贵阳北,凯里南,12:51,13:27,0小时36分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅7张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,5640,贵阳,凯里,13:02,16:03,3小时1分,无,无,无,¥25.5,无,无,¥25.5,仅99张 仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2190,贵阳东,凯里南,13:06,13:37,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张 仅4张 仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,Z348,贵阳,凯里,13:15,15:39,2小时24分,无,无,无,¥28.5,¥74.5,¥113.5,¥28.5,仅99张 仅99张 仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G402,贵安,凯里南,13:23,14:24,1小时1分,¥71.5,¥120.5,¥226,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2186,贵阳东,凯里南,13:24,13:55,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G4874,贵阳北,凯里南,13:25,14:00,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1376,贵阳北,凯里南,13:31,14:06,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2174,贵阳北,凯里南,13:39,14:14,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅1张 仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1338,贵阳东,凯里南,13:48,14:30,0小时42分,¥53.5,¥90.5,无,无,无,无,无,仅99张 仅10张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1696,贵阳北,凯里南,14:00,14:43,0小时43分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,K496,贵阳,凯里,14:03,16:40,2小时37分,无,无,无,¥28.5,¥74.5,¥113.5,¥28.5,仅99张 仅99张 仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,K876,贵阳,凯里,14:10,17:05,2小时55分,无,无,无,¥28.5,¥74.5,¥113.5,¥28.5,仅13张 仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2996,贵阳北,凯里南,14:16,14:50,0小时34分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅3张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2170,贵阳北,凯里南,14:22,14:57,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅9张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1536,贵阳北,凯里南,14:30,15:05,0小时35分,¥58.5,¥98,无,无,无,无,无,仅3张 仅14张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2972,贵阳东,凯里南,15:28,15:59,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张 仅4张 仅1张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2994,贵阳北,凯里南,15:35,16:10,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅8张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2984,贵阳东,凯里南,16:30,17:01,0小时31分,¥49,¥83.5,¥156,无,无,无,无,仅99张 仅5张 仅2张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2108,贵阳北,凯里南,16:39,17:14,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2166,贵阳东,凯里南,16:58,17:29,0小时31分,¥53.5,¥90.5,¥169.5,无,无,无,无,仅99张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1760,贵阳东,凯里南,17:16,17:55,0小时39分,¥53.5,¥90.5,无,无,无,无,无,仅12张 仅13张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G1526,贵阳北,凯里南,18:51,19:26,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅5张 仅5张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2122,贵阳北,凯里南,19:21,19:56,0小时35分,¥58.5,¥98,¥184,无,无,无,无,仅99张 仅6张 仅3张,无,无,2025-06-02 12:11:53
贵阳 -> 凯里,G2152,贵阳东,凯里南,19:30,20:01,0小时31分,¥53.5,¥90.5,无,无,无,无,无,仅99张 仅20张 仅8张,无,无,2025-06-02 12:11:53
贵阳 -> 都匀,D1855,贵阳北,都匀东,07:50,08:33,0小时43分,¥44,¥71,无,无,无,无,¥44,仅99张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3569,贵阳,都匀东,08:28,09:05,0小时37分,¥53,¥86,¥181,无,无,无,无,仅3张 仅6张 仅5张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3701,贵阳东,都匀东,08:45,09:21,0小时36分,¥48,¥77,¥135,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1853,贵阳,都匀东,08:51,09:36,0小时45分,¥42,¥67,无,无,无,无,¥42,仅99张 仅1张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3575,贵阳北,都匀东,08:52,09:38,0小时46分,¥63,¥100.5,¥208,无,无,无,无,仅99张 仅11张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1793,贵阳东,都匀东,09:37,10:21,0小时44分,¥43,¥68,无,无,无,无,¥43,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,C9179,贵阳,都匀东,10:07,10:47,0小时40分,¥46,¥74,无,无,无,无,¥46,无,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1733,贵阳北,都匀东,10:11,11:12,1小时1分,¥61,¥96,无,无,无,无,¥61,仅99张 仅10张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G8527,贵阳,都匀东,10:50,11:26,0小时36分,¥45,¥73,无,无,无,无,无,无,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3593,贵阳东,都匀东,11:50,12:36,0小时46分,¥55,¥87,¥179,无,无,无,无,仅17张 仅1张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1835,贵阳东,都匀东,12:02,12:52,0小时50分,¥46,¥74,无,无,无,无,¥46,仅99张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3577,贵阳北,都匀东,12:21,13:18,0小时57分,¥59,¥94.5,¥193,无,无,无,无,仅99张 仅7张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1819,贵阳东,都匀东,12:33,13:10,0小时37分,¥46,¥74,无,无,无,无,¥46,仅99张 仅8张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2275,贵阳东,都匀东,12:55,13:30,0小时35分,¥48,¥77,¥135,无,无,无,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2265,贵阳北,都匀东,12:58,13:39,0小时41分,¥57,¥92,¥164.5,无,无,无,无,仅99张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1801,贵阳东,都匀东,13:18,14:02,0小时44分,¥38,¥61,无,无,无,无,¥38,仅99张 仅5张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3587,贵阳东,都匀东,13:25,14:03,0小时38分,¥55,¥87,¥179,无,无,无,无,仅4张 仅3张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3581,贵阳东,都匀东,13:41,14:20,0小时39分,¥55,¥87,¥179,无,无,无,无,仅10张 仅2张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1811,贵阳东,都匀东,14:17,14:55,0小时38分,¥43,¥68,无,无,无,无,¥43,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1825,贵阳东,都匀东,14:33,15:10,0小时37分,¥46,¥74,无,无,无,无,¥46,仅99张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3437,贵阳北,都匀东,14:45,15:42,0小时57分,¥88.5,¥142.5,¥298,无,无,无,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1861,贵阳北,都匀东,14:50,15:33,0小时43分,¥49,¥78,无,无,无,无,¥49,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D8583,贵阳北,都匀东,14:59,15:42,0小时43分,¥49,¥78,无,无,无,无,¥49,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2945,贵阳北,都匀东,15:09,15:50,0小时41分,¥57,¥92,¥164.5,无,无,无,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3725,贵阳东,都匀东,15:35,16:10,0小时35分,¥48,¥77,无,无,无,无,无,仅14张 仅2张 仅1张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2239,贵阳东,都匀东,15:47,16:22,0小时35分,¥44,¥71,¥135,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3739,贵阳东,都匀东,16:04,16:40,0小时36分,¥51,¥82,¥146,无,无,无,无,仅2张 仅1张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2263,贵阳北,都匀东,16:15,17:03,0小时48分,¥57,¥92,¥164.5,无,无,无,无,仅99张 仅5张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3727,贵阳东,都匀东,16:17,16:52,0小时35分,¥51,¥82,¥146,无,无,无,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1815,贵阳东,都匀东,16:35,17:13,0小时38分,¥46,¥74,无,无,无,无,¥46,仅99张 仅2张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,K9366,贵阳,都匀,16:36,18:19,1小时43分,无,无,无,¥24.5,无,无,¥24.5,仅99张 仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,C9167,贵阳,都匀东,16:46,17:26,0小时40分,¥46,¥74,¥155,无,无,无,¥46,无,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3749,贵阳东,都匀东,16:55,17:30,0小时35分,¥51,¥82,¥146,无,无,无,无,仅99张 仅6张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1867,贵阳北,都匀东,17:08,17:51,0小时43分,¥49,¥78,无,无,无,无,¥49,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1845,贵阳北,都匀东,17:13,18:02,0小时49分,¥49,¥78,无,无,无,无,¥49,仅99张 仅5张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G2249,贵阳东,都匀东,17:30,18:12,0小时42分,¥48,¥77,¥135,无,无,无,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D1725,贵阳,都匀东,17:50,18:29,0小时39分,¥46,¥74,无,无,无,无,¥46,仅99张 仅11张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3729,贵阳东,都匀东,18:25,19:00,0小时35分,¥44,¥71,¥135,无,无,无,无,仅99张 仅99张 仅6张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,G3475,贵阳,都匀东,20:11,21:08,0小时57分,¥41,¥66,¥138,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,D6151,贵阳,都匀东,20:44,21:23,0小时39分,¥42,¥67,无,无,无,无,¥42,仅99张 仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,K144,贵阳,都匀,22:27,23:40,1小时13分,无,无,无,无,¥70.5,¥108.5,无,仅99张,无,无,2025-06-02 12:12:09
贵阳 -> 都匀,K874,贵阳,都匀,22:40,23:53,1小时13分,无,无,无,无,¥70.5,¥108.5,无,仅10张,无,无,2025-06-02 12:12:09
贵阳 -> 赤水,G8752,贵阳北,泸州,09:42,13:39,3小时57分,¥203,¥324,¥640,无,无,无,无,仅99张 仅9张 仅3张,无,无,2025-06-02 12:12:54
贵阳 -> 赤水,G8790,贵阳北,泸州,12:38,18:12,5小时34分,¥417,¥667,¥1302,无,无,无,无,仅99张 仅5张,无,无,2025-06-02 12:12:54
贵阳 -> 赤水,G3714,贵阳东,泸州,12:52,15:06,2小时14分,¥223,¥356,¥692,无,无,无,无,仅99张 仅1张 仅3张,无,无,2025-06-02 12:12:54
贵阳 -> 赤水,G2866,贵阳北,泸州,17:06,19:52,2小时46分,¥224,¥357,无,无,无,无,无,仅99张 仅7张 仅5张,无,无,2025-06-02 12:12:54
贵阳 -> 赤水,G5428,贵阳北,泸州,17:45,20:19,2小时34分,¥221,¥353,无,无,无,无,无,仅99张 仅99张 仅7张,无,无,2025-06-02 12:12:54
贵阳 -> 赤水,G3706,贵阳东,泸州,20:56,23:02,2小时6分,¥218,¥349,¥677,无,无,无,无,仅99张 仅5张,无,无,2025-06-02 12:12:54
贵阳 -> 仁怀,K872,贵阳,遵义,05:03,06:30,1小时27分,无,无,无,无,¥67.5,¥102.5,无,仅99张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G1324,贵阳北,遵义,07:18,08:03,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D8586,贵阳北,遵义,07:25,08:16,0小时51分,¥50,无,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G5342,贵阳北,遵义,07:46,08:31,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅9张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D208,贵阳北,遵义,07:54,09:03,1小时9分,¥41,¥66,无,无,无,无,¥41,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8756,贵阳北,遵义,08:06,08:51,0小时45分,¥50,¥81,无,无,无,无,无,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5850,贵阳,遵义,08:08,09:08,1小时0分,¥56,无,无,无,无,无,¥56,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D8584,贵阳北,遵义,08:49,09:34,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2680,贵阳北,遵义,08:55,09:40,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3210,贵阳北,遵义,09:19,10:10,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅12张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D8592,贵阳北,遵义,09:24,10:15,0小时51分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G372,贵阳北,遵义,09:31,10:22,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8752,贵阳北,遵义,09:42,10:33,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅8张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3582,贵阳,遵义,09:46,10:48,1小时2分,¥58,¥94,¥175,无,无,无,无,仅99张 仅4张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D9932,贵阳北,遵义,10:20,11:05,0小时45分,¥50,¥81,¥151,无,无,无,¥50,无,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5848,贵阳,遵义,10:27,11:43,1小时16分,¥54,无,无,无,无,无,¥54,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2886,贵阳北,遵义,10:28,11:14,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅20张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2892,贵阳北,遵义,10:35,11:21,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅99张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8764,贵阳北,遵义,10:42,11:27,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅5张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3432,贵阳东,遵义,10:44,11:32,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2872,贵阳北,遵义,10:58,11:50,0小时52分,¥50,¥81,无,无,无,无,无,仅99张 仅7张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5858,贵阳,遵义,10:59,12:18,1小时19分,¥56,无,无,无,无,无,¥56,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G4876,贵阳北,遵义,11:09,12:00,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅3张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2164,贵阳东,遵义,11:45,12:33,0小时48分,¥49,¥79,无,无,无,无,无,仅99张 仅99张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3476,贵阳,遵义,11:47,12:54,1小时7分,¥58,¥94,¥175,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3724,贵阳东,遵义,12:18,13:05,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G1762,贵阳东,遵义,12:23,13:16,0小时53分,¥49,¥79,无,无,无,无,¥49,仅99张 仅99张 仅9张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2868,贵阳北,遵义,12:31,13:22,0小时51分,¥50,¥81,无,无,无,无,无,仅99张 仅99张 仅3张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8748,贵阳北,遵义,12:45,20:17,7小时32分,¥513,¥821,无,无,无,无,无,仅99张 仅99张 仅7张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5856,贵阳,遵义,12:59,14:03,1小时4分,¥54,无,无,无,无,无,¥54,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2944,贵阳东,遵义,13:04,13:51,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅10张 仅1张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C6032,贵安,遵义,13:06,14:20,1小时14分,¥62,¥101,无,无,无,无,¥62,仅99张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3740,贵阳东,遵义,13:09,13:57,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8716,贵阳,遵义,13:23,14:44,1小时21分,¥58,¥94,无,无,无,无,无,仅99张 仅17张 仅6张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3726,贵阳东,遵义,13:28,14:15,0小时47分,¥49,¥79,无,无,无,无,无,仅1张 仅1张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3750,龙洞堡,遵义,13:29,14:31,1小时2分,¥58,¥93,¥173,无,无,无,无,仅99张 仅8张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3584,贵阳,遵义,13:37,14:39,1小时2分,¥58,¥94,¥175,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,K508,贵阳,遵义,14:11,16:13,2小时2分,无,无,无,¥21.5,¥67.5,¥102.5,¥21.5,仅14张 仅99张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5890,贵阳,遵义,14:34,15:35,1小时1分,¥56,无,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2154,贵阳东,遵义,14:40,15:27,0小时47分,¥49,¥79,无,无,无,无,无,仅6张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2240,贵阳东,遵义,14:58,15:45,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5854,贵安,遵义,15:41,17:01,1小时20分,¥59,无,无,无,无,无,¥59,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5846,贵阳,遵义,15:44,16:50,1小时6分,¥56,无,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D9934,贵阳北,遵义,15:50,16:41,0小时51分,¥50,¥81,¥151,无,无,无,¥50,无,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D1826,贵阳东,遵义,16:18,17:12,0小时54分,¥49,¥79,无,无,无,无,¥49,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2250,贵阳东,遵义,16:35,17:23,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D8576,贵阳北,遵义,16:43,17:28,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张 仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2276,贵阳东,遵义,16:46,17:33,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G320,贵阳东,遵义,16:52,17:39,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅6张 仅1张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G8754,贵阳北,遵义,16:55,21:54,4小时59分,¥377,¥603,¥1190,无,无,无,无,仅99张 仅11张 仅5张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3588,贵阳东,遵义,17:23,18:11,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G1340,贵阳东,遵义,17:35,18:23,0小时48分,¥49,¥79,无,无,无,无,无,仅13张 仅2张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C5844,贵安,遵义,17:41,18:51,1小时10分,¥59,无,无,无,无,无,¥59,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2884,贵阳北,遵义,17:48,18:34,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅4张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,C6040,贵阳北,遵义,17:54,18:39,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅14张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G2870,贵阳北,遵义,18:00,18:45,0小时45分,¥50,¥81,无,无,无,无,无,仅12张 仅4张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G1984,贵阳东,遵义,18:40,19:41,1小时1分,¥49,¥79,¥148,无,无,无,无,仅20张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D1794,龙洞堡,遵义,18:50,19:55,1小时5分,¥56,¥91,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,D1838,贵阳东,遵义,19:15,20:03,0小时48分,¥49,¥79,无,无,无,无,¥49,仅99张 仅3张,无,无,2025-06-02 12:13:10
贵阳 -> 仁怀,G3586,贵阳东,遵义,19:26,20:14,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:13:10
贵阳 -> 清镇,G8752,贵阳北,清镇西,09:42,16:06,6小时24分,¥401,¥642,¥1258,无,无,无,无,仅99张 仅11张 仅2张,无,无,2025-06-02 12:13:26
贵阳 -> 清镇,C5874,贵阳北,清镇西,11:30,11:51,0小时21分,¥20,无,无,无,无,无,¥20,仅99张,无,无,2025-06-02 12:13:26
贵阳 -> 清镇,C5884,贵阳北,清镇西,15:26,15:46,0小时20分,¥20,无,无,无,无,无,¥20,仅99张,无,无,2025-06-02 12:13:26
贵阳 -> 清镇,D1814,贵阳东,清镇西,16:30,16:48,0小时18分,¥21,¥33,无,无,无,无,¥21,仅99张,无,无,2025-06-02 12:13:26
贵阳 -> 清镇,G2866,贵阳北,清镇西,17:06,17:25,0小时19分,¥20,¥31,无,无,无,无,无,仅99张 仅7张 仅5张,无,无,2025-06-02 12:13:26
贵阳 -> 清镇,C5872,贵阳,清镇西,17:13,18:10,0小时57分,¥26,无,无,无,无,无,¥26,仅99张,无,无,2025-06-02 12:13:26
