评分,用户,评论详情,日期,IP位置
无评分,匿名用户,每到一个地方我都喜欢尝一尝当地的特色菜，在贵阳当然也不会例外。几番寻找之下，我锁定了贵阳的柒食，好好的尝尝贵阳的地方特色菜。黄色的木制装饰配上简白的玻璃显得非常精简。灰色的墙壁上贴满了路标，厚重的沙发有点古典的味道。尝了尝最素的素瓜豆汤，喝一口汤，满满的暖意。这个汤有点淡淡的甜味，还带着蔬菜的清香，非常适合在夏季喝。柒食脆皮鱼是这里的招牌菜，几乎是每个到这里的游客的必点菜。它的皮肉都非常酥脆，裹上糟辣酱汁更是带来非同一般的味觉享受。,展开更多,
无评分,匿名用户,来贵阳，逛到市中心南国花锦购物中心的概率很高，因此在这边吃饭的概率也很高。柒食贵阳味位于商场7层，这次点的菜品虽然都是全国流行的常归菜肴，但是做法上还是有些差异的，毕竟属于一个地方的口味却无法复制。  ​​,展开更多,
无评分,匿名用户,每到饭点，店门口便会排起长龙，可见【柒食贵阳味】在美食圈的影响力。店内空间汇聚了贵阳的多种路标——黔灵西路、贵惠路、盐务街、文昌南路、花溪大道等，精致而典雅的装饰布局蕴藏着老贵阳的文化底蕴。都说贵阳人无辣不欢，那是因为你没有去过【柒食贵阳味】。如果你去过【柒食贵阳味】，你就会发现，原来贵阳人的回忆里有那么多不辣的菜，原来贵阳味“无辣也欢”贵阳味并不是严格意义上的黔菜，它陪伴着生活在这座城市的我们长大，或许没有精致时尚的摆盘，但那种怀念的家的味道就是贵阳人记忆最深的味道。有辣椒的贵阳菜虽然很带劲，但是一家人去吃饭总要考虑到老人和小孩的口味。柒食家是带老人小孩去正宗贵阳味的最佳地点。贵阳人对贵阳菜还是那么钟情，在家懒得做饭的时候就适合带着一家人来这里感受下回忆里的老贵阳味道。在吃麻辣上我们不输给四川成都，但是贵阳人的特色不只是麻辣鲜香，还有很多清淡的贵阳味。吃多了麻辣的重口味又回来考虑下“养生”的贵阳菜。如果还有人跟你说贵阳人口味重，你就直接让他去【柒食贵阳味】让ta们好好了解一下什么是丰富多样的贵阳味。,展开更多,
无评分,匿名用户,当地著名的连锁饭店，装修很别致，大部分座位都是卡座，坐得很舒服、又顾及到私密性，整个餐厅都不会觉得嘈，适合几个闺蜜朋友聚会。特别喜欢它桌子旁安装插座、配有USB口，手机充电无忧！菜式品种选择还算丰富，但上菜份量明显偏少，多于3人都不适合点例牌了；本来菜价不算贵，但这样的份量就显得性价比低了。如图4白饭一大瓶，免费任吃是最大惊喜。还有它家的服务生态度很好，响应很快。这里吃饭没有停车优惠，有点意外，地下车库每小时收费8元，还要是两层机械车位，不好停。,展开更多,
无评分,匿名用户,雪花居然15一瓶，价格有点高,展开更多,
无评分,匿名用户,除了霸王腰花，其它都很不错，最喜欢脆皮鱼！腰花别点，有骚味，花椒特多！,展开更多,
无评分,匿名用户,垃圾店铺，火爆腰花像前天剩下的一样。其他的味道也很一般。吃完还说没发票，说等有发票我再结账，马上就有发票了！垃圾垃圾,展开更多,
无评分,匿名用户,味道好甜啊……而且菜都是冷的，明明才上上菜来，10分钟都不到就上菜的时候我还惊讶了一下这是要下班了拿冷菜来敷衍我吗,展开更多,
无评分,匿名用户,味道超赞，正宗黔菜系，服务非常好，上菜很快,展开更多,
无评分,匿名用户,比想象的好，推荐菜茄夹有点过于甜和过于酸了，希望改进,展开更多,
