评分,用户,评论详情,日期,IP位置
无评分,匿名用户,🏠店名:丝恋臻品店💰人均:60+📍地址:喷水池国贸商城7楼✅特色黄金烤鸡鸡皮烤的香脆金黄，每一块鸡肉都很有嚼劲，一点也不柴✅爆珠水晶福袋福袋玲珑小巧，晶莹剔透的外皮包裹着新鲜的水果和各种软糯Q弹的爆珠✅西瓜肉肉冰粉解暑!清凉!西瓜的高光时刻!当季时令水果、粉色的冰粉与小丸子的完美碰撞✅牛油果鲜芒西多士金黄酥脆的面包搭配新鲜芒果酱+牛油果酱✅老盐菠萝渣夏季新饮品，一定要趁冰渣还没有化之前喝掉它!清凉解暑又一番!#真香小吃大集合 #美食寻味记 #一起去探店 #旅行探店 #夏日美食探店,展开更多,
无评分,匿名用户,🙆🙆🙆原来，丝娃娃——丝恋丝娃娃探店来咯🤭🤭🤭娃娃也能吃？🥙🥙🥙我一直认为贵州一直是个宝藏，淡淡的，不热烈的隐藏着那么多的美景，酸酸的，软糯的，散发着那么多的独特味道～～此番，探店丝恋丝娃娃，一个本地人也尤为热衷的小资小食店～～原来，这就是丝娃娃～～😍😍😍，它难道没有一个更加普遍的名字叫做春卷吗？各地的春卷大概可以分为冷食，和油炸两种，丝娃娃属于冷食，各种各样的素菜切成丝，像👶般被包裹成包裹成卷，配上自制酸汤，如此，丝娃娃来咯～～👍 推荐：1⃣ 红汤丝娃娃，10张面皮为一份，一般两份足矣，因为采用全素食，所以基本两份就可以，一般本地人还会加一份肉臊，分为肥肉臊和瘦肉臊，肥肉也不会腻，但依然选择瘦肉臊～～红汤是不会发酵太酸的红汤，适用于大部分人～～2⃣ 煎蛋洋芋粑，洋芋就是土豆呀，与其说是菜，更像是主食，饱腹感很强～但味道很好吃～～🤭🤭🤭3⃣ 丝恋烤牛肉 一般以店名命名的一般都不会太差哦，牛肉很嫩，小辣，份量适中，适合2-3人女生～～4⃣ 丝恋酱油炒饭，小时候的记忆，非常非常非常香，份量很大，适合分食5⃣ 以及非典型性烤脑花，纯属个人爱好，味道中规中矩；以及贵州典型性小吃豆腐圆子，但此处不推荐，吃豆腐圆子还是选择一家酸汤鱼馆，好非常多～～👛 人均花费：50元吃到扶墙走，对于女生而言，但也丰俭由人，仅供参考～～📍地址：贵阳市丝恋红汤丝娃娃国贸广场臻品店丝恋红汤丝娃娃(国贸广场臻品店),展开更多,
