评分,用户,评论详情,日期,IP位置
无评分,匿名用户,環境不錯，服務熱情，菜品都還可以，最推薦的是苗家水花酒，味道超好，在夢想城住了兩晚，宵夜都在這家吃的。,展开更多,
无评分,匿名用户,贵州这么好吃怎么没人早点告诉我·…【贵阳市】①贵厨酸汤牛肉贵州之行的第一顿饭，除了美味的牛肉和蘸水，更让我震惊的是贵阳的物价!!人均不到40💰可以吃到现切牛肉火锅，这在北京想都不敢想...!不得不说我真是被大城市的物价长期pua了!!!逛了几家火锅店发现，真的可以无限吃蔬菜十米饭十蘸料，听我说谢谢你②胡阿姨骟鸡豆腐豆腐里面加鸡肉室的确是第一次吃，并且味道很不错!鸡汤鲜美，骟鸡豆腐独特美味，老板是位老爷子，但是依旧精明能干。会不厌其烦的给你介绍菜品，老爷子说，这是贵州十大美食之一，但是做的好的没几家。他对自家的菜品非常有自信，我也能证明这份自信心是有迹可循的~因为菜品真的很不错可惜点评最高只有5分，不然我真的想给贵州人民100分!!!第一天里遇见的所有人都好热情好有耐心，爱.贵州了!③川奇柴火鸡又叫本地鸡窝火锅(?)作为一个北方人，我觉得很像东北铁锅炖的贵阳版本，底料是辣的，鸡宇很新鲜，但我个人更喜欢吃北方版本哈哈哈④巧八角冰粉冰浆黄瓜冰浆真的太太太好吃了·姐这辈子没吃过这么美味的甜品3因为他不是很甜!并且还冰冰凉凉的!有黄瓜的清新还有牛奶的甜香(つ^VA)つ“我在贵州大概每天吃1-2次吧!!【 安顺市】⑤平坝牛肉豆米火锅很冷门的一家店，但是豆米锅味道很戬我~热情大方的老板娘十低调敦厚的老板一香辣美味的火锅!双人餐在有两盘牛肉的情况下，只要68💰，不过盘子偏小，两人餐更适合两位女士。如果是饭量大的朋友，可能两盘肉不够吃喔!⑥晓乐人家私房菜馆这是一家开在居民楼里的私房菜馆，目前已经被一些资深老餮发现!强烈推荐给想吃安顺地道炒菜的盆友们~#贵州特色民宿 #贵州旅游 #心动的贵州 #藏不住的闪光城市,展开更多,
无评分,匿名用户,味道不错，很棒，豆腐很鲜嫩可口,展开更多,
无评分,匿名用户,这家的鸡确实安逸，真的还可以的，豆腐很嫩，鸡肉好吃…好停车,展开更多,
无评分,匿名用户,口味还不错，挺新鲜，附近的美食很多,展开更多,
无评分,匿名用户,已经是第二次来了，第一次来就很惊艳，没想到第二次来还有新的惊喜，爱了❤️,展开更多,
无评分,匿名用户,胡阿姨馓鸡豆腐位于贵阳市观山湖区，她们家的特色菜有馓鸡豆腐，豆干土鸡，现炸酥肉，大方臭豆干等等，她家装修清新，米饭饮料是自助，老板服务热情，值得推荐。,展开更多,
无评分,匿名用户,第N次来貴阳了，这次由于机缘巧合在贵阳北逗留，对于一个吃货的我来说，每到一地方自然是寻找当的美食了，在酒店附近居然发现间我从未尝过的美食，自然而然走了进来，店长极力推介这骟鸡豆腐火，清汤蔬菜底，配上酸汤煮成鸡丝豆腐膏，汤底一滚开即食，豆腐配鸡丝清甜无比口感一流，大快朵颐，不说了开吃 胡阿姨骟鸡豆腐(梦想城总店),展开更多,
无评分,匿名用户,就冲口味来的 山鸡豆腐就是绝配,展开更多,
