评分,用户,评论详情,日期,IP位置
无评分,匿名用户,💥爆款出炉！火锅控们注意了，这不是演习！🔥🎉火锅，这个让人欲罢不能的美食，又又又来了！今天，我就带大家领略一下什么是真正的“火锅人生”！🍲想吃火锅，贵州是首选，这里的火锅好吃到让你怀疑人生🍽【美食攻略】📍详细地址：贵州贵阳🚗交通攻略：❤️❤️贵阳站：贵阳的老火车站，只有一少部分高铁，大部分城市是没有到贵阳站的高铁的！以火车🚞为主，近市中心❤️贵阳北站：是高铁站，下车就可以坐地铁，出行特别方便，可以作为第1⃣️选择❤️贵阳东站：直接哒咩❌，离市中心远得不行，能不买东站就不要买东站哦❤️龙洞堡机场：到机场，可以打车去市中心🍽推荐菜品：1⃣️辣子鸡火锅：贵州的特色辣子鸡，选用走地鸡制作小火慢炒，鸡肉吃起来糯叽叽的又香又辣，特别入味，非常下饭！锅底里面还可以加汤煮野菜，很巴适野菜种类很多，才几块钱一个人！❤️✅必体验：任记•老贵阳辣子鸡2⃣️：腊猪脚火锅：加了芸豆熬出来的猪脚火锅汤很浓郁。一锅里面包含猪脚、肥肠、猪肚和萝卜，料很丰富，吃起来肥而不腻。✅必体验：暴牙妹猪脚火锅3⃣️六龙豆干火锅：蔬菜🥬自助，还有豌豆尖，苕粉和豆腐皮🍲锅里面有新鲜猪肉、油渣、耙猪皮、土豆❤️✅必体验：黔味六龙豆干火锅4⃣️清汤火锅：贵阳不是只有辣火锅想吃点清新不辣的美食清汤鲜美的鱿鱼鸡可☝️定不要错过✅必体验：❤️大健鱿鱼鸡5⃣️酸汤鱼火锅：好吃酸汤味道浓，木姜子味地道，是自然发酵，微酸辣口不辣喉鱼也很嫩，煮出来肉质鲜嫩，搭配沾水简直一绝！里面煮海带苗最合适，酸汤的滋味和鲜味交织在一起，好吃‼️✅必体验：❤️亮欢寨酸汤鱼火锅6⃣️豆米火锅：微微的酸辣口味豆米煮溶在锅里，真的煮啥都香！！✅必体验：❤️大娘子豆米地摊火锅7⃣️小肠火锅：是清汤锅的🍲汤底贼6，重要的是辣椒水🌶️贼香，小肠打结真是极棒的做法，吸满了汤汁✅必体验：❤️三姨妈小肠火锅8⃣️豆豉火锅：那种香辣而不燥、醇厚而不腻的口感，豆豉火锅的底料，是经过长时间炒制的豆豉与辣椒的完美结合✅必体验：❤️✔️熊二娘·秘制油渣火锅9⃣️牛瘪火锅：牛瘪火锅给人最大的误解就是，是臭的，其实不是臭的，它的味道是有点复杂的，你能感受到青草味道，然后是胆汁带来的苦和发酵的难以形容的味道，但有的人，一吃就上头，从此就爱上了～～～✅必体验：❤️榕江牛瘪火锅🔟油渣火锅：哇哦！油渣可是这火锅的灵魂伴侣呀。把肥猪肉炼成的油渣，咬上一口，嘎吱嘎吱的，那口感别提多带劲了✅必体验：❤️👉熊二娘·秘制油渣火锅#排队也要吃的火锅 #贵阳美食攻略 #贵阳火锅推荐 #贵阳美食 #贵阳火锅,展开更多,
无评分,匿名用户,#朋友圈被问爆的地方 #城市人文手记 #捕捉城市人文 #当地才能吃到的美食 #贵阳,展开更多,
无评分,匿名用户,总要来一趟贵阳吧，贵阳真的美食天堂!!!贵阳给我最大的感受就是安逸，凌晨三点还热闹非凡的夜市，餐馆里不时传来的麻将声，以及眼花缭乱五花八门的美食!贵阳资格美食主要集中在老城区，也就是云岩区和南明区。住宿也推荐选择喷水池、甲秀楼附近，这样逛吃起来更方便!贵阳很多小吃菜品里都有折耳根，吃不惯的宝子们记得提前说!这三条网红小吃街挨着的:正新街、民生路、蔡家街这几条老巷子更具烟火气，没那么多游客:交通街、四川巷、虎门巷、八鸽岩路、东新路这次来贵阳玩，我的土著朋友分享了他私藏多年的美食清单，我按不同类型整理了下，宝子们记得收藏~火锅☑酸汤鱼:老凯里、亮欢寨☑酸汤牛肉:贵厨、黔诚、胡子哥、黔灵苗乡夺夺粉:笔记安顺、陈记、龙老太☑豆豉火锅(地摊火锅):梅姐地摊火锅、幺叔家小肥猪、何姨妈、有间油渣火锅☑豆米火锅:新大新、陈氏人家、土风、黔豆园炒菜&烤类黔菜:泉上、树厨、黔大叔大排档☑烙锅:一烙锅、大胖刘、罗小二、贵大毕、丁姨妈、眼镜、大胖☑铁签烤肉:马老三、杨记胡子、胡老六、芥生、大拇指、顺友烤鱼:刘一手、叹鱼、荷塘月色豆花烤鱼烤鸡:大头、火烧鸡、老刘、洪桥、老虎不在家面&粉☑鸡丝豆花面:老么、老五☑牛肉粉:邓记、董记、老奶、土牛、老贵阳、龙记☑羊肉粉:金沙、水城、绿地荷城、安顺牛羊杂粉☑肠旺面:南门口、金牌罗记、名香园、蒋家、水校刘记湖南面:赵三毛、李兰英、莽莽小吃☑丝娃娃等特色小吃集合店:怪噜范、丝恋、红辣椒糯米饭:六广门毛阿姨(可提前一天预约)、饿大头☑其他:毛辣果虾酸火锅、陈记绿色肉饼、俞记安顺破酥包、好一多酸奶(有折耳根味哦)、安顺小舒冰浆、董家红油米皮、管记锅盔贵阳特产董家现炸土豆片、彩航现炸土豆片:有洋芋丝和洋芋片，麻辣椒盐等各种口味，☑芳芳辣椒食杂、魏姐调料:特色糊辣椒面、酸汤火锅底料、木姜子油丁家脆哨、徐家脆哨:贵阳的肠旺面、糯米饭等好吃的离不开脆哨，我愿称为贵阳美食灵魂!☑其他:辣牛肉、刺梨干、苗银等。一离开贵阳，又开始想念贵阳的酸汤牛肉、夺夺粉、豆豉火锅、肠旺面、牛肉粉、脆皮洋芋粑、糯米饭、炸魔芋、裹卷、臭豆腐、脆哨炒饭、锅巴糍粑。#贵阳美食 #小众发现社 #真香小吃大集合 #城市人文手记 #我的深夜食堂,展开更多,
无评分,匿名用户,点的菜都不给上齐，但已经离店了白上了一当。98元的炒蜂蛹没上就当买个教训以后请客再也不去了。,展开更多,
无评分,匿名用户,"酸辣，是贵州菜的主要味型，而酸汤就是其中的灵魂，除了酸汤鱼，在贵阳酸汤已经发展成了系列美食，酸汤牛肉、酸汤猪脚、酸汤海鲜等等。酸汤鱼在贵州菜中算得上是王牌菜式，在黔菜中占据了重要的位置。略显夸张的说，来贵州的外地朋友如果没有品尝酸汤鱼，那几乎等于没有到过贵州！而贵州酸汤鱼尤以凯里酸汤鱼最为正宗。酸汤鱼这道美食产生于黔东南清水江流域的苗族地区，具有鲜明的地方民族特色。因为贵州气候暖和潮湿，食物不易储存，所以人们在长期生活中，发明出了酸汤，这样不但延长了食物的保质期，并且也逐步养成了制造酸汤、吃酸汤的饮食文化。苗乡""三天不吃酸，走路打蹿蹿""的俗语就体现了酸汤鱼美食的内涵。酸汤鱼，其精髓就在于酸汤。酸汤主要分为白酸和红酸，白酸汤是由清米汤在酸汤桶中慢慢发酵而成，好的白酸汤颜色清亮、不浑浊，味道酸爽、回甘，口感润滑。如果在炎热的夏天，来一碗冰冻过的白酸汤是种非常畅爽的享受。红酸的主要用料是野生西红柿，将新鲜的野生西红柿洗净，放入酸坛中，再辅以各类佐料静置15天，便拥有了酸味醇厚、色淡红而清香的红酸汤。做得好的红酸汤，刚开启坛子时，会有一股馥郁的果香和酒香从坛子口扑鼻而来，让人垂涎欲滴。顾名思义，酸汤鱼除了酸汤好之外，鱼同样重要！鱼有千百味，而生长在贵州大山里的稻花鱼，是大自然赠予我们的美味。春天，水稻插秧的时候，将鱼苗放进稻田，和秧苗一起生长；秋天，等到秧谷快要出花的时候，鱼儿也长大了，农人们会从稻田中央梳理出一条小沟排水，让谷子熟得更快。这时候，肥美的稻花鱼随处可见，天然的稻花鱼，专吃稻田里的杂草、虫子、以及那稻子掉落下来的稻花，它们是稻田里的精灵。稻花鱼肉紧实，清甜滑嫩，酸汤融入肉里，美味不言而喻。豆腐圆子是贵阳历史悠久的小吃，其中“雷家豆腐圆子”是吃豆腐圆子的不二之选。豆腐圆子是油炸过后的豆腐团，外面香脆，里面绵软，口感十分丰富。制作豆腐圆子的原料是酸汤豆腐。酸汤豆腐制好后，要尽量压干水分，再把豆腐捏成碎末，里面加折耳根、酸萝卜、菜籽油、香菜末及各种常见调料，拌匀后装进擂钵，像做糍粑辣椒那样，舂到带有黏性为止。这时的豆腐如面团一般，做法就像蒸馒头，两只手并拢轻压，捏成圆球，在继续发酵之后，就可以下油锅炸。豆腐圆子炸过之后，表皮变得粗糙黯淡，轻轻一咬，是带着点韧性的酥脆。牙齿需要稍费力气，才能解开表皮仿佛带筋的弹性枷锁，在几声清脆的磨牙声中，内部软糯的里子终于触碰到了，跟表皮混合在一起细细地嚼，来自豆腐与油炸的双重香味，不加佐料单独吃都香得停不了嘴。传统的豆腐圆子要配蘸水来吃，糊辣椒、折耳根、酸萝卜是雷打不动的老三样，把豆腐圆子破开，舀一勺进去拌着一起吃，味道当然是更加分了。肠旺面是一种非常有意思的面，偏于西南一隅，几乎没受云南、四川、重庆三大饮食大区近邻的影响而独立存在，色香味三绝，滋味美妙。肠旺面的名字来自面的必备浇头：肥肠与猪血。肥肠切小片本味烧制，色淡入味略有嚼劲，与川渝两地的红烧肥肠不同；猪血切小方块，控制了炉温不让汤翻涨，只保温慢煨，有点像潮汕的猪血粉，汤不开，猪血才不起泡，口感紧致，嫩而滑爽。肉哨分“脆”“软”两种，脆哨是干的直接放在面上，软哨则是把炸好的脆哨煮在当调料的红汤里，脆哨香，软哨腴，味道口感各不相同，是二选一必备的浇头。调料有两种，红油和高汤。红油是用猪板油炒的糍粑海椒加腐乳等调料烧制而成，半汤半油，面下好，舀一勺带汤红油当调料，就是一碗肠旺面的基本味型，水平高低、好吃与否，都在这红油的熬制水平上；高汤就是骨头汤，高汤的讲究与否，主要是筒筒骨放的多寡差别，看店家舍不舍得成本了。除了上面的标配，肠旺面还可以加其他浇头，有卤蛋、豆腐、大排、辣鸡、猪脚、肚条等，多数浇头都是带汤烧制的，所以加浇头时，也加了相应的卤汁，让一碗肠旺面的味道更加的浓郁厚重，吃起来层次丰富，美妙无比。肠旺面的面条也很特别，筋道发黄，呈半透明，有点类似广东的竹升面，加了鸡蛋和碱，所以肠旺面的面条不吸味，和重庆小面比较，油轻味醇，吃起来香字更加突出。由于浇头丰富，所以吃一碗肠旺面，可以在里面挑挑捡捡。吃到很多不同的食材，感受到面韧、肠柔、血嫩、哨脆、味辣、汤鲜，实在是一碗令人赞叹的好面。南门口的肠旺面是贵阳目前味道最好的店之一，生意兴隆、用料讲究、调味得当。#当地才能吃到的美食 #真香小吃大集合 #当地特色小吃 #周末去哪儿 #休闲好去处 亮欢寨酸汤鱼(沙冲路店)",展开更多,
无评分,匿名用户,#自制新年大电影 贵阳当地很有特色的苗族饭店，这家店是很大的，一楼还有舞台呢，不过靠近舞台的位置是需要提前预订的。酸汤鱼算是他们家的一大特色了，鱼肉很入味，酸汤很下饭，恋爱豆腐果也是很好吃的，每一道菜看起来都是很有食欲的。,展开更多,
无评分,匿名用户,味道相对于以前来说似乎略微少了点啥，价格比以前也高得多，但总体还算比较有特色，适合外地游客和公司聚餐等，喜欢安静环境的就不要凑热闹了！,展开更多,
无评分,匿名用户,不错的酸汤鱼 鱼很鲜美 不错不错,展开更多,
无评分,匿名用户,在众多贵州特色美食中，酸汤鱼成了我们晚餐的不二首选~如果去不了凯里又想体验正宗酸汤的话，【亮欢寨】就能满足你的味蕾~🌈关于店铺亮欢寨不仅上过《舌尖上的中国3》，更是贵州凯里酸汤鱼的标杆。 古朴精致的吊脚楼让人仿佛置身于苗寨，墙上精致的壁画刻画着苗侗人家的生活常态，一进店里，就被浓浓的苗侗文化包裹~🌈独特体验在这里还能体验苗家待客的最高礼遇——高山流水。 碗一个叠着一个，一个高过一个，米酒就这样从碗梯上流下来……还没等你反应过来，酒就已经到嘴前了……除了山歌米酒，自然也少不了精彩的舞蹈表演~ 身后的屏幕上则循环播放着关于酸汤鱼的纪录片。等菜之际，我的劳模同事老吴和小吴还不忘工作而一转头，同事阿鲲则是另一幅气势…… “来，干了这碗饭！”[Clap]特色推荐：1⃣️爽口的苗家米豆腐。金黄色的米豆腐晶莹嫩滑，上面缀着辣椒油、青葱、酸豆角、黄豆等佐料~2⃣️独特吃法的苗家豆腐丸子。豆腐丸子也是贵阳当地的传统美食，豆腐丸子外皮松脆，里面细软柔滑；神奇的是，可以配上用折耳根、酸萝卜、葱姜等制成的蘸水，一起食用！3⃣️富贵的苗家汗蒸大虾。汗蒸虾的虾很新鲜，名字也很特别；搭配上粉丝和蒜蓉，值得一尝~4⃣️锅仔虎皮猎尾。 这个稍微有些油腻，不过鹌鹑蛋还是很好吃~5⃣️最后压轴大菜酸汤鱼终于上桌啦~番茄发酵制作的红汤锅底太诱人。 还有多种鱼类可以选择，我们选择的江黄鱼鱼刺很少，推荐~苗家的酸汤鱼，素来有“先喝汤，来年风调雨顺；多吃鱼，年年有余”的独特吃法；所以鱼一端上来，要先喝一口酸汤。 吃完鱼肉，还可以涮菜呢~实用tips：📍地址：贵阳市花溪大道庙冲路1号💰人均：100左右💡注意：歌舞表演只有晚上才有哦~,展开更多,
无评分,匿名用户,贵州特色酸汤鱼，汤靓鲜美，非常具有民族特色的装修，还有表演。,展开更多,
