评分,用户,评论详情,日期,IP位置
无评分,匿名用户,即便是凉爽的安顺，中午也免不了夏日炎炎。这时候躲进百年滋味，品品小吃冷饮再惬意不过了[Coke]。百年滋味在安顺市区的虹山湖畔，这里囊括了几乎安顺各种特色小吃。和我们在“一个人的安顺”很像，据说就是同一家开的，但百年滋味这家在市区，更方便。这个店好大哦，上下两层，有好几个不同的分区，进店时门口的服务员会根据人流情况引导到不同的区域，所以就餐时热闹而有序。就餐环境很好，小吃硬是吃出大餐的感觉来[CoolGuy],展开更多,
无评分,匿名用户,☘️环境：来到了当地小有名气的——百年滋味，餐厅主打当地小吃还有广东的点心，让吃不惯的朋友也不会饿肚子，餐厅很大，餐厅进去，就是个大厅在这坐着等位（吐槽下，这面积和服务员数量完全可以再摆上20来桌呀），可以免费吃布丁。进去后餐厅布局很私密舒服明明是大厅却有种包厢的感觉，这点很值得肯定。🔔服务：服务方面，虽然不是很真诚的，但是实在挑不出毛病，这么多的服务员，各个都服务很到位，基本上一般星级酒店的餐厅也比不上。🛎菜品：这家是可以吃到好多特色点心，价格也还行，菜就得看个人口味了（讲道理辣度倒是还行）。●百年滋味安顺丝娃娃——招牌必点，味道各有各的说法，总有几个小菜接受不了，另外个人是肉食主义者●豆腐丸子——没啥突出的味道，就是豆腐蘸辣酱●脆哨洋芋粑——这个味道还行，但加了点料价格就比普通洋芋粑贵了不少●黄牛肉——味道还行，就是量太少，和长沙之前吃的差太多其他广式点心就不评价了，都还可以，都是中上水准总得来说，服务一流，环境一流，价格还行，味道二流，想在一家店体验当地小吃的可以考虑,展开更多,
无评分,匿名用户,安顺|吃百年滋味有百岁之好如果给你一个提示让你猜一家丝娃娃店请听题---提示1:百岁之好，一言为定提示2:总店不在贵阳提示3湖景联排，环境优雅--_____goapap__________一直都想了解贵州各地有哪些不同的丝娃娃。探完贵阳，探安顺，便在点评里看到这家安顺排名第一的门店。驱车前来，原来这里是安顺小吃大集合。位于百灵湖旁边，有联排的建筑，如果不是在这里就餐，这里像极了独立工作室的选址。子一上楼梯就迎来了两位小姐姐，一位负责引领，一位负责递消毒手帕。热情又亲切，不会让人有某捞的不自在。子不论大小桌，能选择的菜品全都是小吃。想吃宴席只能选择品牌旗下的另一家餐厅。子扫码自助下单，会有机器人传菜，每次它过来服务都能引来同行人员的目光。必环境清新是这里最大的亮点，不论吃什么都能吃出下午茶的感觉。特别推荐情侣来吃，满满的仪式感。作为南北通吃的我来说，还是很对味的，推荐以下特色菜品:香酥丝娃娃皮上菜之前让食客打打牙祭，每桌有准备好的香酥丝娃娃皮。和去东南亚餐厅送虾片异曲同工。安顺丝娃娃十二种菜品，不算特别多，但也是相当满足。招牌菜，能做到13.9元一份，真是相当亲民。最爱他家的餐具o粉嫩嫩的，特别适合小仙女。包浆豆腐一口下去就是嫩，复合辣酱的味道非常迷人。鸡丝豆花和包浆豆腐的酱味不同，这个豆花的灵魂味道就在于辣椒没有过分抢味，混合豆花的滑、鸡丝的香、黄豆花生的酥脆和酸萝卜的爽脆，唇齿间都满足的味道。还有销魂鸡翅、爆浆荔枝非本土小吃，但销量一直在前。虽然是炸荔枝罐头，还有一丢丢小贵，但荔枝爱好者从来都不能拒绝。店铺名称:百年滋味·安顺丝娃娃地址:贵州省安顺市武当路虹山公园旁(百灵虹湖湾对面)人均消费:74元营业时间:11:30-21:00停车场:门口有餐厅自己的停车场，挨着公园.无论就餐还是游玩都很方便。 #浪漫约会餐厅 #特色美食 #美食推荐 #跟着美食林榜单去打卡 #安顺美食,展开更多,
无评分,匿名用户,🎀嗨～🎀我是Liar💋🎀我回来了～💗今天我们来探索美食 去哪里呢 ❓❓跟我来↓♥️——————————————————————今天聊聊这家👇🏻🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🥤🥪🍛「百年滋味·安顺丝娃娃」 🍛🥪🥤🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🔴店名： 百年滋味·安顺丝娃娃🔴位置：安顺市武当路虹山公园旁🔴交通：市内多条公交线路🚌打车也方便🚖记录美好的2021年5月1日📝快乐的五一小长假 乘着美好的阳光普照下😄来安顺逛吃逛吃度过美好假期🌞安顺有很多小吃 为了不走街串巷奔赴美食🥣直接来「百年滋味·安顺丝娃娃」吃方便🥗因为他家汇集了整个安顺所有的小吃🍡🍢一次就可以吃到所有美味🍲⭕️「百年滋味安顺丝娃娃」必点菜品之一☝️丝娃娃 里面真的没有娃娃只有颜色鲜艳翠绿的蔬菜和本地口味的特色口味小吃🥢⭕️「油炸粑稀饭」特别喜欢吃这个糯米做的油炸豆沙粑粑伴着大米磨成的米糊糊汤底 里面的花生酥麻搅拌均匀后吃起来特别好吃😋⭕️「油炸鸡蛋糕」第一次听说油炸的鸡蛋糕🥚是不是和我一样觉得特别惊讶🙀真的就是鸡蛋糊糊油炸出来的类似的饼饼里面有点肉末夹心 然后蘸着特色调料一起吃🤩⭕️「牛肉粉」安顺牛肉粉也是非常出名的一种本地特色美食一碗简单的米线 浇上热气腾腾的牛肉汤搭配上简单的香葱和香菜 吃起来特别满足他家小吃真的太多了 一次真的吃不完建议可以换着喜欢的口味来上一份吃够两三次应该就能全部都尝试一遍🤩唯有美食不可辜负用心去感受自己 感受生活💗————————————————————💋💋💋💋💋💋💋💋💋💋💋💋💋我是Liar…跟着我一起感叹人生 探讨美食💐｜贵州旅游攻略|网红店|贵阳探店|｜周末去哪儿｜闺蜜趴｜约会｜聚餐｜｜下午茶｜早茶｜港式茶餐厅｜#女性旅行图鉴 #春天来啦#假期美食探店#当地才能吃到的美食百年滋味·安顺丝娃娃,展开更多,
无评分,匿名用户,安顺探店｜逼格最高的路边摊小吃店🍡提到贵州的特色小吃我第一想起来的就是贵州唯一的“丝娃娃”[Yeah][Yeah][Yeah]没错，这个只有贵州仅有的特色小吃真的是备受男女老少的亲耐~.而且把这个小吃做的尤其出色的一个是贵阳一个是安顺.🏠店名：百年滋味📍详细地址：安顺市虹山公园旁💰人均消费：人均20-80不等.我们当天去开车去的，该店有专门的停车服务员在楼下等候，专门为你引导停车的地方，这个服务也很贴心。来到他的餐厅，总共有三个厅，分别是初心、初遇和初见，店铺的总体装修风格是北欧后现代的风格，一进餐厅就给人一种进入到婚礼现场的感觉，非常的赏心悦目，瞬间激发我这个老阿姨的少女心[Cute][Cute]，拿起相机让老公给我不停的拍拍拍[Love][Love]随时一拍都是美美的大片~.他家的服务员都很热情很贴心，服务也很周到，会有专门的服务员站在桌子旁边负责帮你点餐帮你传菜，还有就是随时帮你清理桌子上的垃圾和用过的纸，所以在服务方面我是很满意的[Tongue][Tongue].然后最重要的就是他家的菜品他家除了主打的丝娃娃以外，还云集了安顺当地各色各样的特色小吃，比如说裹卷，包浆豆腐，油炸粑稀饭，油炸鸡蛋糕，冲冲糕，水果冰粉等等~~~，还有就是各色各样的铁板烧，但是提醒一下不能吃辣的小伙伴们，铁板烧一定要提醒他们少放一些辣椒.因为我这个从小吃辣椒吃到大的贵州人都会觉得特别特别的辣，但是又特别特别的香，就越香越想吃，越吃就越辣。[Joyful][Joyful][Joyful] 导致我一直中场休息了好几次，然后不停的喝水果冰粉来解辣。我最喜欢吃的就是他家的烤米皮，还有烤掌中宝，特色小香肠~.最后说一下价格吧，因为就餐环境跟服务都很到位，所以说他家的价格就要比路边摊小吃的价格要略高，当天注册成为他家的会员之后，可以享受85折的优惠，我们三大一小总共消费220元(折后)。但这也不是绝对的，如果是特别能吃的话，就会要消费更多，因为他家的每样菜品的单价确实不是很便宜，不过就餐环境这么优雅，服务这么到位，我觉得还是值得一去的～,展开更多,
无评分,匿名用户,安顺当地特色丝娃娃，饭店所在处有一大片楼，但只有这家饭店，其他地方很荒凉。饭店的服务很好，送了头绳和眼镜布。坐下后扫码点单，料不够可以免费自助加。其实丝娃娃就是薄饼卷菜，土豆丝、豆干丝、豆芽、萝卜丝还行，用薄饼卷菜、把蘸水浇里面，而不是我们以为的蘸着吃。蘸水有原汤和酸汤，在保温壶里，自己倒。味道其实不错的，清淡，就是大冬天的吃这个太冷。后来又加点了白果鸡丝粥，热乎乎的，又好喝。鸡蛋糕一般；土豆饼外焦内软好吃；冲冲糕是甜品，有花生碎，还可以。饭后服务员送出门，还可以拿免费糖果。,展开更多,
